##ENCODING: csv
##X-Sampling: StartIndex,StepSize,NumberOfSteps
#26,4,15
##Y-Sampling: StartIndex,StepSize,NumberOfSteps
#13,4,15
##xindex,yindex,xcoord/m,ycoord/m,current/A
4,43,8.0E-6,8.599999999999999E-5,9.263430357180906E-10
4,44,8.0E-6,8.8E-5,9.264277354608793E-10
4,45,8.0E-6,8.999999999999999E-5,9.264076548323666E-10
4,46,8.0E-6,9.2E-5,9.263466510731443E-10
4,47,8.0E-6,9.4E-5,9.263373859249772E-10
4,48,8.0E-6,9.6E-5,9.262925640582881E-10
4,49,8.0E-6,9.8E-5,9.263467932333473E-10
4,50,8.0E-6,9.999999999999999E-5,9.26255724402564E-10
4,51,8.0E-6,1.02E-4,9.262272124100559E-10
4,52,8.0E-6,1.04E-4,9.261477564638622E-10
4,53,8.0E-6,1.06E-4,9.261229484700457E-10
4,54,8.0E-6,1.08E-4,9.261044509698245E-10
4,55,8.0E-6,1.0999999999999999E-4,9.260175501979071E-10
4,56,8.0E-6,1.12E-4,9.258772053023605E-10
4,57,8.0E-6,1.1399999999999999E-4,9.258493369012945E-10
4,58,8.0E-6,1.16E-4,9.257318539514484E-10
4,59,8.0E-6,1.18E-4,9.256412652098404E-10
4,60,8.0E-6,1.1999999999999999E-4,9.255828992133073E-10
4,61,8.0E-6,1.22E-4,9.254034330303355E-10
4,62,8.0E-6,1.24E-4,9.253514365075525E-10
4,63,8.0E-6,1.26E-4,9.253197385938773E-10
4,64,8.0E-6,1.28E-4,9.251520507459096E-10
4,65,8.0E-6,1.3E-4,9.251258953967423E-10
4,66,8.0E-6,1.3199999999999998E-4,9.249368043460483E-10
4,67,8.0E-6,1.34E-4,9.249263628843339E-10
4,68,8.0E-6,1.36E-4,9.247773840240874E-10
4,69,8.0E-6,1.38E-4,9.247017170291748E-10
4,70,8.0E-6,1.4E-4,9.246255236107142E-10
4,71,8.0E-6,1.4199999999999998E-4,9.245290372846397E-10
4,72,8.0E-6,1.44E-4,9.244648071794792E-10
4,73,8.0E-6,1.46E-4,9.242237848945479E-10
4,74,8.0E-6,1.48E-4,9.242215316288142E-10
4,75,8.0E-6,1.5E-4,9.24067506680688E-10
4,76,8.0E-6,1.5199999999999998E-4,9.240086038555205E-10
4,77,8.0E-6,1.54E-4,9.239784281738997E-10
4,78,8.0E-6,1.56E-4,9.238806756698333E-10
4,79,8.0E-6,1.58E-4,9.237933983778897E-10
4,80,8.0E-6,1.5999999999999999E-4,9.23545218066461E-10
4,81,8.0E-6,1.6199999999999998E-4,9.235044623463839E-10
4,82,8.0E-6,1.64E-4,9.234368032991496E-10
4,83,8.0E-6,1.66E-4,9.233267020580011E-10
4,84,8.0E-6,1.68E-4,9.232370819426253E-10
4,85,8.0E-6,1.6999999999999999E-4,9.231447023851745E-10
4,86,8.0E-6,1.7199999999999998E-4,9.231413368949748E-10
