##ENCODING: csv
##X-Sampling: StartIndex,StepSize,NumberOfSteps
#26,4,15
##Y-Sampling: StartIndex,StepSize,NumberOfSteps
#13,4,15
##xindex,yindex,xcoord/m,ycoord/m,current/A
39,27,7.8E-5,5.4E-5,1.1357589158261405E-9
39,28,7.8E-5,5.6E-5,1.1429407294733754E-9
39,29,7.8E-5,5.8E-5,1.1487040219335929E-9
39,30,7.8E-5,5.9999999999999995E-5,1.1527605045051946E-9
39,31,7.8E-5,6.2E-5,1.1564110216172954E-9
39,32,7.8E-5,6.4E-5,1.1610666596987299E-9
39,33,7.8E-5,6.599999999999999E-5,1.1668514744461588E-9
39,34,7.8E-5,6.8E-5,1.1756599856435669E-9
39,35,7.8E-5,7.0E-5,1.1908668164587303E-9
39,36,7.8E-5,7.2E-5,1.2163293612618753E-9
39,37,7.8E-5,7.4E-5,1.26750113762737E-9
39,38,7.8E-5,7.599999999999999E-5,1.3524565301281755E-9
39,39,7.8E-5,7.8E-5,1.4726728082553439E-9
39,40,7.8E-5,7.999999999999999E-5,1.6161380629896373E-9
39,41,7.8E-5,8.2E-5,1.7440853956594619E-9
39,42,7.8E-5,8.4E-5,1.8405973256597657E-9
39,43,7.8E-5,8.599999999999999E-5,1.8948715104833436E-9
39,44,7.8E-5,8.8E-5,1.9157580580404183E-9
39,45,7.8E-5,8.999999999999999E-5,1.921878939462359E-9
39,46,7.8E-5,9.2E-5,1.9234319104931273E-9
39,47,7.8E-5,9.4E-5,1.9231306566225663E-9
39,48,7.8E-5,9.6E-5,1.9213012960987197E-9
39,49,7.8E-5,9.8E-5,1.9172613789814234E-9
39,50,7.8E-5,9.999999999999999E-5,1.9072690174835226E-9
39,51,7.8E-5,1.02E-4,1.8901903726930514E-9
39,52,7.8E-5,1.04E-4,1.8581409278583708E-9
39,53,7.8E-5,1.06E-4,1.8122480643066322E-9
39,54,7.8E-5,1.08E-4,1.7502963848325755E-9
39,55,7.8E-5,1.0999999999999999E-4,1.676543633772719E-9
39,56,7.8E-5,1.12E-4,1.587729598149281E-9
39,57,7.8E-5,1.1399999999999999E-4,1.4970671645107024E-9
39,58,7.8E-5,1.16E-4,1.4030439747465132E-9
39,59,7.8E-5,1.18E-4,1.311104831849866E-9
39,60,7.8E-5,1.1999999999999999E-4,1.2337373412836452E-9
39,61,7.8E-5,1.22E-4,1.1642456574493051E-9
39,62,7.8E-5,1.24E-4,1.1034048608260787E-9
39,63,7.8E-5,1.26E-4,1.0546092153805596E-9
39,64,7.8E-5,1.28E-4,1.0179454569215283E-9
39,65,7.8E-5,1.3E-4,9.929910660233961E-10
39,66,7.8E-5,1.3199999999999998E-4,9.758699127618364E-10
39,67,7.8E-5,1.34E-4,9.649404824282866E-10
39,68,7.8E-5,1.36E-4,9.5723469794953E-10
39,69,7.8E-5,1.38E-4,9.515305713645763E-10
39,70,7.8E-5,1.4E-4,9.475098681202941E-10
39,71,7.8E-5,1.4199999999999998E-4,9.442967273636226E-10
39,72,7.8E-5,1.44E-4,9.416466154359915E-10
39,73,7.8E-5,1.46E-4,9.395705989231249E-10
39,74,7.8E-5,1.48E-4,9.377191325918278E-10
39,75,7.8E-5,1.5E-4,9.362897598265088E-10
39,76,7.8E-5,1.5199999999999998E-4,9.348338367501893E-10
39,77,7.8E-5,1.54E-4,9.336528938151127E-10
39,78,7.8E-5,1.56E-4,9.326699508556758E-10
39,79,7.8E-5,1.58E-4,9.317779213534537E-10
39,80,7.8E-5,1.5999999999999999E-4,9.3093145213785E-10
39,81,7.8E-5,1.6199999999999998E-4,9.302821085471228E-10
39,82,7.8E-5,1.64E-4,9.296120700228302E-10
39,83,7.8E-5,1.66E-4,9.290874232661756E-10
39,84,7.8E-5,1.68E-4,9.285839930241979E-10
39,85,7.8E-5,1.6999999999999999E-4,9.281197511886251E-10
39,86,7.8E-5,1.7199999999999998E-4,9.276526750622939E-10
39,87,7.8E-5,1.74E-4,9.271673813150707E-10
39,88,7.8E-5,1.76E-4,9.268419303551171E-10
39,89,7.8E-5,1.78E-4,9.265417453073562E-10
40,0,7.999999999999999E-5,0.0,9.294471142716252E-10
40,1,7.999999999999999E-5,2.0E-6,9.301655747481214E-10
40,2,7.999999999999999E-5,4.0E-6,9.308387450185743E-10
40,3,7.999999999999999E-5,6.0E-6,9.317041391916835E-10
40,4,7.999999999999999E-5,8.0E-6,9.324778627718746E-10
40,5,7.999999999999999E-5,9.999999999999999E-6,9.335907479106234E-10
40,6,7.999999999999999E-5,1.2E-5,9.347486885354096E-10
40,7,7.999999999999999E-5,1.4E-5,9.359164213469722E-10
40,8,7.999999999999999E-5,1.6E-5,9.375324012473651E-10
40,9,7.999999999999999E-5,1.8E-5,9.393519688351187E-10
40,10,7.999999999999999E-5,1.9999999999999998E-5,9.411735466356359E-10
40,11,7.999999999999999E-5,2.2E-5,9.43991422394752E-10
40,12,7.999999999999999E-5,2.4E-5,9.472413949053156E-10
40,13,7.999999999999999E-5,2.6E-5,9.509153895683865E-10
40,14,7.999999999999999E-5,2.8E-5,9.55627278118413E-10
40,15,7.999999999999999E-5,2.9999999999999997E-5,9.618340843665503E-10
40,16,7.999999999999999E-5,3.2E-5,9.694753777842598E-10
40,17,7.999999999999999E-5,3.4E-5,9.797643706307572E-10
40,18,7.999999999999999E-5,3.6E-5,9.953097253756457E-10
40,19,7.999999999999999E-5,3.7999999999999995E-5,1.0122596737192881E-9
40,20,7.999999999999999E-5,3.9999999999999996E-5,1.0328254321299418E-9
40,21,7.999999999999999E-5,4.2E-5,1.0551339314171732E-9
40,22,7.999999999999999E-5,4.4E-5,1.0782407221165981E-9
40,23,7.999999999999999E-5,4.6E-5,1.0989224804249914E-9
40,24,7.999999999999999E-5,4.8E-5,1.1168272243035366E-9
40,25,7.999999999999999E-5,4.9999999999999996E-5,1.130784709170043E-9
40,26,7.999999999999999E-5,5.2E-5,1.1401566248734785E-9
40,27,7.999999999999999E-5,5.4E-5,1.1469071633718726E-9
40,28,7.999999999999999E-5,5.6E-5,1.1518772560184103E-9
40,29,7.999999999999999E-5,5.8E-5,1.1553821307052815E-9
40,30,7.999999999999999E-5,5.9999999999999995E-5,1.15819090194724E-9
40,31,7.999999999999999E-5,6.2E-5,1.1617343160594852E-9
40,32,7.999999999999999E-5,6.4E-5,1.1668689802684988E-9
40,33,7.999999999999999E-5,6.599999999999999E-5,1.1722790125814189E-9
40,34,7.999999999999999E-5,6.8E-5,1.1825355192042868E-9
40,35,7.999999999999999E-5,7.0E-5,1.2000038551694803E-9
40,36,7.999999999999999E-5,7.2E-5,1.2314283537661414E-9
40,37,7.999999999999999E-5,7.4E-5,1.2893929146550587E-9
40,38,7.999999999999999E-5,7.599999999999999E-5,1.384520835455146E-9
40,39,7.999999999999999E-5,7.8E-5,1.50765807679609E-9
40,40,7.999999999999999E-5,7.999999999999999E-5,1.6489596657602933E-9
40,41,7.999999999999999E-5,8.2E-5,1.7713996876877433E-9
40,42,7.999999999999999E-5,8.4E-5,1.85647092067288E-9
40,43,7.999999999999999E-5,8.599999999999999E-5,1.9018693668517713E-9
40,44,7.999999999999999E-5,8.8E-5,1.918121370924826E-9
40,45,7.999999999999999E-5,8.999999999999999E-5,1.922293085679657E-9
40,46,7.999999999999999E-5,9.2E-5,1.9227310971962655E-9
40,47,7.999999999999999E-5,9.4E-5,1.9207566491632866E-9
40,48,7.999999999999999E-5,9.6E-5,1.9160086228364387E-9
40,49,7.999999999999999E-5,9.8E-5,1.9052669899371885E-9
40,50,7.999999999999999E-5,9.999999999999999E-5,1.8850394569011403E-9
40,51,7.999999999999999E-5,1.02E-4,1.8518646810606612E-9
40,52,7.999999999999999E-5,1.04E-4,1.8069633749626803E-9
40,53,7.999999999999999E-5,1.06E-4,1.746097741703117E-9
40,54,7.999999999999999E-5,1.08E-4,1.6799698977259919E-9
40,55,7.999999999999999E-5,1.0999999999999999E-4,1.606663341373503E-9
40,56,7.999999999999999E-5,1.12E-4,1.5369030420230173E-9
40,57,7.999999999999999E-5,1.1399999999999999E-4,1.4676521648912067E-9
40,58,7.999999999999999E-5,1.16E-4,1.3980661390637642E-9
40,59,7.999999999999999E-5,1.18E-4,1.3341635736022773E-9
40,60,7.999999999999999E-5,1.1999999999999999E-4,1.2687217469861084E-9
40,61,7.999999999999999E-5,1.22E-4,1.2018828627982169E-9
40,62,7.999999999999999E-5,1.24E-4,1.1406668231342947E-9
40,63,7.999999999999999E-5,1.26E-4,1.0853631830253988E-9
40,64,7.999999999999999E-5,1.28E-4,1.0403306288343786E-9
40,65,7.999999999999999E-5,1.3E-4,1.0070933871781688E-9
40,66,7.999999999999999E-5,1.3199999999999998E-4,9.853908374228957E-10
40,67,7.999999999999999E-5,1.34E-4,9.708593088217374E-10
40,68,7.999999999999999E-5,1.36E-4,9.60747308218897E-10
40,69,7.999999999999999E-5,1.38E-4,9.543852618966046E-10
40,70,7.999999999999999E-5,1.4E-4,9.494446219204932E-10
40,71,7.999999999999999E-5,1.4199999999999998E-4,9.45979058139708E-10
40,72,7.999999999999999E-5,1.44E-4,9.426690173124548E-10
40,73,7.999999999999999E-5,1.46E-4,9.404564530180377E-10
40,74,7.999999999999999E-5,1.48E-4,9.38580907463972E-10
40,75,7.999999999999999E-5,1.5E-4,9.367665364226851E-10
40,76,7.999999999999999E-5,1.5199999999999998E-4,9.355358455127888E-10
40,77,7.999999999999999E-5,1.54E-4,9.342051265331378E-10
40,78,7.999999999999999E-5,1.56E-4,9.330966987079038E-10
40,79,7.999999999999999E-5,1.58E-4,9.321166450434732E-10
40,80,7.999999999999999E-5,1.5999999999999999E-4,9.311827596501837E-10
40,81,7.999999999999999E-5,1.6199999999999998E-4,9.305837339162995E-10
40,82,7.999999999999999E-5,1.64E-4,9.298089991182222E-10
40,83,7.999999999999999E-5,1.66E-4,9.293095803061466E-10
40,84,7.999999999999999E-5,1.68E-4,9.28737314208677E-10
40,85,7.999999999999999E-5,1.6999999999999999E-4,9.282033420658167E-10
40,86,7.999999999999999E-5,1.7199999999999998E-4,9.278039926983699E-10
40,87,7.999999999999999E-5,1.74E-4,9.273156563377554E-10
40,88,7.999999999999999E-5,1.76E-4,9.26994586547008E-10
40,89,7.999999999999999E-5,1.78E-4,9.266522407390552E-10
41,0,8.2E-5,0.0,9.296547748199421E-10
41,1,8.2E-5,2.0E-6,9.304785524668853E-10
41,2,8.2E-5,4.0E-6,9.313183346025971E-10
41,3,8.2E-5,6.0E-6,9.321618057333228E-10
41,4,8.2E-5,8.0E-6,9.32996435876021E-10
41,5,8.2E-5,9.999999999999999E-6,9.341810759919222E-10
41,6,8.2E-5,1.2E-5,9.35595195290327E-10
41,7,8.2E-5,1.4E-5,9.369286830103742E-10
41,8,8.2E-5,1.6E-5,9.385449243168819E-10
41,9,8.2E-5,1.8E-5,9.40703649438856E-10
41,10,8.2E-5,1.9999999999999998E-5,9.431272177394559E-10
41,11,8.2E-5,2.2E-5,9.461387245513366E-10
41,12,8.2E-5,2.4E-5,9.500736400734496E-10
41,13,8.2E-5,2.6E-5,9.545050334059114E-10
41,14,8.2E-5,2.8E-5,9.613047482202322E-10
41,15,8.2E-5,2.9999999999999997E-5,9.70104013992686E-10
41,16,8.2E-5,3.2E-5,9.812569350370685E-10
41,17,8.2E-5,3.4E-5,9.972467050692623E-10
41,18,8.2E-5,3.6E-5,1.0182635892888857E-9
41,19,8.2E-5,3.7999999999999995E-5,1.0406622425229038E-9
41,20,8.2E-5,3.9999999999999996E-5,1.0655052825272453E-9
41,21,8.2E-5,4.2E-5,1.0897978097764522E-9
41,22,8.2E-5,4.4E-5,1.109606626678373E-9
41,23,8.2E-5,4.6E-5,1.1259564043422844E-9
41,24,8.2E-5,4.8E-5,1.1394855181148604E-9
41,25,8.2E-5,4.9999999999999996E-5,1.1480017202871812E-9
41,26,8.2E-5,5.2E-5,1.1536677585034059E-9
41,27,8.2E-5,5.4E-5,1.1575239398253536E-9
41,28,8.2E-5,5.6E-5,1.1600227405150838E-9
41,29,8.2E-5,5.8E-5,1.161745030192937E-9
41,30,8.2E-5,5.9999999999999995E-5,1.1645436707400154E-9
41,31,8.2E-5,6.2E-5,1.1678169015715175E-9
41,32,8.2E-5,6.4E-5,1.172546688562045E-9
41,33,8.2E-5,6.599999999999999E-5,1.1798125943615995E-9
41,34,8.2E-5,6.8E-5,1.192778522961032E-9
41,35,8.2E-5,7.0E-5,1.2134738302376168E-9
41,36,8.2E-5,7.2E-5,1.2518411304122568E-9
41,37,8.2E-5,7.4E-5,1.3195267343939011E-9
41,38,8.2E-5,7.599999999999999E-5,1.418863213643079E-9
41,39,8.2E-5,7.8E-5,1.5477751041830032E-9
41,40,8.2E-5,7.999999999999999E-5,1.6842967304989303E-9
41,41,8.2E-5,8.2E-5,1.7990213658262763E-9
41,42,8.2E-5,8.4E-5,1.8733450996219074E-9
41,43,8.2E-5,8.599999999999999E-5,1.9073286398146723E-9
41,44,8.2E-5,8.8E-5,1.919791205275504E-9
41,45,8.2E-5,8.999999999999999E-5,1.921845515732526E-9
41,46,8.2E-5,9.2E-5,1.919922642679228E-9
41,47,8.2E-5,9.4E-5,1.914370805343195E-9
41,48,8.2E-5,9.6E-5,1.9024347078724027E-9
41,49,8.2E-5,9.8E-5,1.8786197483876312E-9
41,50,8.2E-5,9.999999999999999E-5,1.8434987130563275E-9
41,51,8.2E-5,1.02E-4,1.796068926589223E-9
41,52,8.2E-5,1.04E-4,1.736503445900169E-9
41,53,8.2E-5,1.06E-4,1.6689918135370074E-9
41,54,8.2E-5,1.08E-4,1.6033387121374597E-9
41,55,8.2E-5,1.0999999999999999E-4,1.5411023340166532E-9
41,56,8.2E-5,1.12E-4,1.488163918361465E-9
41,57,8.2E-5,1.1399999999999999E-4,1.4384281183657127E-9
41,58,8.2E-5,1.16E-4,1.396241228566551E-9
41,59,8.2E-5,1.18E-4,1.3514389712220311E-9
41,60,8.2E-5,1.1999999999999999E-4,1.2994467059024766E-9
41,61,8.2E-5,1.22E-4,1.2406115367656553E-9
41,62,8.2E-5,1.24E-4,1.1798648213638327E-9
41,63,8.2E-5,1.26E-4,1.1206939907733696E-9
41,64,8.2E-5,1.28E-4,1.0673683417549202E-9
41,65,8.2E-5,1.3E-4,1.0261233418219689E-9
41,66,8.2E-5,1.3199999999999998E-4,9.970938060006017E-10
41,67,8.2E-5,1.34E-4,9.767957094909608E-10
41,68,8.2E-5,1.36E-4,9.656403213558075E-10
41,69,8.2E-5,1.38E-4,9.57397324181604E-10
41,70,8.2E-5,1.4E-4,9.514715185927019E-10
41,71,8.2E-5,1.4199999999999998E-4,9.474949806487371E-10
41,72,8.2E-5,1.44E-4,9.441775097435145E-10
41,73,8.2E-5,1.46E-4,9.415035461615798E-10
41,74,8.2E-5,1.48E-4,9.393186117284959E-10
41,75,8.2E-5,1.5E-4,9.374211814623384E-10
41,76,8.2E-5,1.5199999999999998E-4,9.36030999086441E-10
41,77,8.2E-5,1.54E-4,9.345665214475438E-10
41,78,8.2E-5,1.56E-4,9.33432016384506E-10
41,79,8.2E-5,1.58E-4,9.324839170692558E-10
41,80,8.2E-5,1.5999999999999999E-4,9.315058237689107E-10
41,81,8.2E-5,1.6199999999999998E-4,9.307896303609955E-10
41,82,8.2E-5,1.64E-4,9.300210900966491E-10
41,83,8.2E-5,1.66E-4,9.294675252961252E-10
41,84,8.2E-5,1.68E-4,9.289046058908981E-10
41,85,8.2E-5,1.6999999999999999E-4,9.283509689543797E-10
41,86,8.2E-5,1.7199999999999998E-4,9.279007133233897E-10
41,87,8.2E-5,1.74E-4,9.274549444944878E-10
41,88,8.2E-5,1.76E-4,9.27116492830078E-10
41,89,8.2E-5,1.78E-4,9.267805161589579E-10
42,0,8.4E-5,0.0,9.301244894621587E-10
42,1,8.4E-5,2.0E-6,9.308040967993089E-10
42,2,8.4E-5,4.0E-6,9.316170854808739E-10
42,3,8.4E-5,6.0E-6,9.324296609538023E-10
42,4,8.4E-5,8.0E-6,9.334591179709868E-10
42,5,8.4E-5,9.999999999999999E-6,9.346975440309552E-10
42,6,8.4E-5,1.2E-5,9.36303087045655E-10
42,7,8.4E-5,1.4E-5,9.380301267818092E-10
42,8,8.4E-5,1.6E-5,9.39737758311248E-10
42,9,8.4E-5,1.8E-5,9.421814169274021E-10
42,10,8.4E-5,1.9999999999999998E-5,9.451397887523819E-10
42,11,8.4E-5,2.2E-5,9.486760696706654E-10
42,12,8.4E-5,2.4E-5,9.531567591077954E-10
42,13,8.4E-5,2.6E-5,9.59623322548928E-10
42,14,8.4E-5,2.8E-5,9.68041001854415E-10
42,15,8.4E-5,2.9999999999999997E-5,9.811025705063569E-10
42,16,8.4E-5,3.2E-5,9.988482118597256E-10
42,17,8.4E-5,3.4E-5,1.0237734243369677E-9
42,18,8.4E-5,3.6E-5,1.051994624811592E-9
42,19,8.4E-5,3.7999999999999995E-5,1.0847200590074122E-9
42,20,8.4E-5,3.9999999999999996E-5,1.1117923835692845E-9
42,21,8.4E-5,4.2E-5,1.1358620500050085E-9
42,22,8.4E-5,4.4E-5,1.1505979370529754E-9
42,23,8.4E-5,4.6E-5,1.1604983419401452E-9
42,24,8.4E-5,4.8E-5,1.1667791928308103E-9
42,25,8.4E-5,4.9999999999999996E-5,1.1684601734394646E-9
42,26,8.4E-5,5.2E-5,1.1695644967861221E-9
42,27,8.4E-5,5.4E-5,1.1691914595910364E-9
42,28,8.4E-5,5.6E-5,1.1692173003241224E-9
42,29,8.4E-5,5.8E-5,1.17016422945347E-9
42,30,8.4E-5,5.9999999999999995E-5,1.1716476616090784E-9
42,31,8.4E-5,6.2E-5,1.17520814568265E-9
42,32,8.4E-5,6.4E-5,1.1808820335593804E-9
42,33,8.4E-5,6.599999999999999E-5,1.1907115438414608E-9
42,34,8.4E-5,6.8E-5,1.2076063942035836E-9
42,35,8.4E-5,7.0E-5,1.2336628682832127E-9
42,36,8.4E-5,7.2E-5,1.2842175259666831E-9
42,37,8.4E-5,7.4E-5,1.3607090867486769E-9
42,38,8.4E-5,7.599999999999999E-5,1.469032326231776E-9
42,39,8.4E-5,7.8E-5,1.6044712011379775E-9
42,40,8.4E-5,7.999999999999999E-5,1.7272469671850762E-9
42,41,8.4E-5,8.2E-5,1.8285567697219774E-9
42,42,8.4E-5,8.4E-5,1.887956644820831E-9
42,43,8.4E-5,8.599999999999999E-5,1.9140289385774364E-9
42,44,8.4E-5,8.8E-5,1.9208963192379086E-9
42,45,8.4E-5,8.999999999999999E-5,1.919139739441352E-9
42,46,8.4E-5,9.2E-5,1.9123616393617376E-9
42,47,8.4E-5,9.4E-5,1.8990971935527654E-9
42,48,8.4E-5,9.6E-5,1.872238594583644E-9
42,49,8.4E-5,9.8E-5,1.8339937980747888E-9
42,50,8.4E-5,9.999999999999999E-5,1.7819876167685384E-9
42,51,8.4E-5,1.02E-4,1.722858037634355E-9
42,52,8.4E-5,1.04E-4,1.6566165951175137E-9
42,53,8.4E-5,1.06E-4,1.5933245062364892E-9
42,54,8.4E-5,1.08E-4,1.5341177600320483E-9
42,55,8.4E-5,1.0999999999999999E-4,1.4879903268451265E-9
42,56,8.4E-5,1.12E-4,1.4501825767755341E-9
42,57,8.4E-5,1.1399999999999999E-4,1.4218673257351236E-9
42,58,8.4E-5,1.16E-4,1.3949091916799672E-9
42,59,8.4E-5,1.18E-4,1.3661824529874427E-9
42,60,8.4E-5,1.1999999999999999E-4,1.328104630435766E-9
42,61,8.4E-5,1.22E-4,1.2771356557652512E-9
42,62,8.4E-5,1.24E-4,1.2178852638373572E-9
42,63,8.4E-5,1.26E-4,1.1558900347772515E-9
42,64,8.4E-5,1.28E-4,1.097548394361468E-9
42,65,8.4E-5,1.3E-4,1.047865564225224E-9
42,66,8.4E-5,1.3199999999999998E-4,1.0112368843318453E-9
42,67,8.4E-5,1.34E-4,9.870040385998684E-10
42,68,8.4E-5,1.36E-4,9.711096424845623E-10
42,69,8.4E-5,1.38E-4,9.610253962842579E-10
42,70,8.4E-5,1.4E-4,9.540401219551759E-10
42,71,8.4E-5,1.4199999999999998E-4,9.487118284914643E-10
42,72,8.4E-5,1.44E-4,9.453877609023247E-10
42,73,8.4E-5,1.46E-4,9.42254613234763E-10
42,74,8.4E-5,1.48E-4,9.400750853105137E-10
42,75,8.4E-5,1.5E-4,9.380963648555242E-10
42,76,8.4E-5,1.5199999999999998E-4,9.365088914569229E-10
42,77,8.4E-5,1.54E-4,9.35098322830169E-10
42,78,8.4E-5,1.56E-4,9.338381035508454E-10
42,79,8.4E-5,1.58E-4,9.327956124930492E-10
42,80,8.4E-5,1.5999999999999999E-4,9.318093338609565E-10
42,81,8.4E-5,1.6199999999999998E-4,9.310531196156369E-10
42,82,8.4E-5,1.64E-4,9.301808973316974E-10
42,83,8.4E-5,1.66E-4,9.296437751490553E-10
42,84,8.4E-5,1.68E-4,9.290852700889158E-10
42,85,8.4E-5,1.6999999999999999E-4,9.285342546138898E-10
42,86,8.4E-5,1.7199999999999998E-4,9.281060474577651E-10
42,87,8.4E-5,1.74E-4,9.276511369270855E-10
42,88,8.4E-5,1.76E-4,9.272257064530355E-10
42,89,8.4E-5,1.78E-4,9.268046947947936E-10
43,0,8.599999999999999E-5,0.0,9.303377234573496E-10
43,1,8.599999999999999E-5,2.0E-6,9.310959105229184E-10
43,2,8.599999999999999E-5,4.0E-6,9.320220164681356E-10
43,3,8.599999999999999E-5,6.0E-6,9.32948677663814E-10
43,4,8.599999999999999E-5,8.0E-6,9.341814236634951E-10
43,5,8.599999999999999E-5,9.999999999999999E-6,9.354382836442815E-10
43,6,8.599999999999999E-5,1.2E-5,9.369483590079988E-10
43,7,8.599999999999999E-5,1.4E-5,9.388018306800475E-10
43,8,8.599999999999999E-5,1.6E-5,9.409715847786362E-10
43,9,8.599999999999999E-5,1.8E-5,9.435812547865105E-10
43,10,8.599999999999999E-5,1.9999999999999998E-5,9.470750908840888E-10
43,11,8.599999999999999E-5,2.2E-5,9.513559132432626E-10
43,12,8.599999999999999E-5,2.4E-5,9.575744294124484E-10
43,13,8.599999999999999E-5,2.6E-5,9.659097655678302E-10
43,14,8.599999999999999E-5,2.8E-5,9.77543176691879E-10
43,15,8.599999999999999E-5,2.9999999999999997E-5,9.962550070747822E-10
43,16,8.599999999999999E-5,3.2E-5,1.0243403824547427E-9
43,17,8.599999999999999E-5,3.4E-5,1.062112169676813E-9
43,18,8.599999999999999E-5,3.6E-5,1.1032584776671356E-9
43,19,8.599999999999999E-5,3.7999999999999995E-5,1.1461498172224287E-9
43,20,8.599999999999999E-5,3.9999999999999996E-5,1.1780993831375964E-9
43,21,8.599999999999999E-5,4.2E-5,1.2002322013742628E-9
43,22,8.599999999999999E-5,4.4E-5,1.2093273742456648E-9
43,23,8.599999999999999E-5,4.6E-5,1.2081910906634107E-9
43,24,8.599999999999999E-5,4.8E-5,1.2054225193090343E-9
43,25,8.599999999999999E-5,4.9999999999999996E-5,1.1983580319915654E-9
43,26,8.599999999999999E-5,5.2E-5,1.191338781993798E-9
43,27,8.599999999999999E-5,5.4E-5,1.1872152994885448E-9
43,28,8.599999999999999E-5,5.6E-5,1.183738545603065E-9
43,29,8.599999999999999E-5,5.8E-5,1.1821932935564591E-9
43,30,8.599999999999999E-5,5.9999999999999995E-5,1.1822798934863493E-9
43,31,8.599999999999999E-5,6.2E-5,1.1862451108252471E-9
43,32,8.599999999999999E-5,6.4E-5,1.1936710126278226E-9
43,33,8.599999999999999E-5,6.599999999999999E-5,1.2088945977824853E-9
43,34,8.599999999999999E-5,6.8E-5,1.2322377933450249E-9
43,35,8.599999999999999E-5,7.0E-5,1.2755453548971133E-9
43,36,8.599999999999999E-5,7.2E-5,1.3427750950259122E-9
43,37,8.599999999999999E-5,7.4E-5,1.4215106182175826E-9
43,38,8.599999999999999E-5,7.599999999999999E-5,1.5454309105815045E-9
43,39,8.599999999999999E-5,7.8E-5,1.6736008653745165E-9
43,40,8.599999999999999E-5,7.999999999999999E-5,1.7834859045667448E-9
43,41,8.599999999999999E-5,8.2E-5,1.864160863729571E-9
43,42,8.599999999999999E-5,8.4E-5,1.9103474495417317E-9
43,43,8.599999999999999E-5,8.599999999999999E-5,1.921232508322846E-9
43,44,8.599999999999999E-5,8.8E-5,1.9205634793404596E-9
43,45,8.599999999999999E-5,8.999999999999999E-5,1.9117095756086003E-9
43,46,8.599999999999999E-5,9.2E-5,1.8954715704120965E-9
43,47,8.599999999999999E-5,9.4E-5,1.866086887086666E-9
43,48,8.599999999999999E-5,9.6E-5,1.8239128199510687E-9
43,49,8.599999999999999E-5,9.8E-5,1.7685450171722248E-9
43,50,8.599999999999999E-5,9.999999999999999E-5,1.7081389847388603E-9
43,51,8.599999999999999E-5,1.02E-4,1.6409792769591542E-9
43,52,8.599999999999999E-5,1.04E-4,1.5820378727247967E-9
43,53,8.599999999999999E-5,1.06E-4,1.5252920267131955E-9
43,54,8.599999999999999E-5,1.08E-4,1.4814111376971646E-9
43,55,8.599999999999999E-5,1.0999999999999999E-4,1.4514058358910251E-9
43,56,8.599999999999999E-5,1.12E-4,1.4274918775380112E-9
43,57,8.599999999999999E-5,1.1399999999999999E-4,1.4107521298006229E-9
43,58,8.599999999999999E-5,1.16E-4,1.396245617636364E-9
43,59,8.599999999999999E-5,1.18E-4,1.3769014074637891E-9
43,60,8.599999999999999E-5,1.1999999999999999E-4,1.3490606395676108E-9
43,61,8.599999999999999E-5,1.22E-4,1.3087521291803106E-9
43,62,8.599999999999999E-5,1.24E-4,1.2535146417620868E-9
43,63,8.599999999999999E-5,1.26E-4,1.1923455010144908E-9
43,64,8.599999999999999E-5,1.28E-4,1.1289942859325986E-9
43,65,8.599999999999999E-5,1.3E-4,1.071775911774675E-9
43,66,8.599999999999999E-5,1.3199999999999998E-4,1.0288792777251253E-9
43,67,8.599999999999999E-5,1.34E-4,9.968160595863703E-10
43,68,8.599999999999999E-5,1.36E-4,9.773379194666644E-10
43,69,8.599999999999999E-5,1.38E-4,9.645822689913657E-10
43,70,8.599999999999999E-5,1.4E-4,9.563434137585759E-10
43,71,8.599999999999999E-5,1.4199999999999998E-4,9.507195327012908E-10
43,72,8.599999999999999E-5,1.44E-4,9.466941796166628E-10
43,73,8.599999999999999E-5,1.46E-4,9.43288919225928E-10
43,74,8.599999999999999E-5,1.48E-4,9.409772137372983E-10
43,75,8.599999999999999E-5,1.5E-4,9.38678109913252E-10
43,76,8.599999999999999E-5,1.5199999999999998E-4,9.36999672804689E-10
43,77,8.599999999999999E-5,1.54E-4,9.355260956468625E-10
43,78,8.599999999999999E-5,1.56E-4,9.34191145486584E-10
43,79,8.599999999999999E-5,1.58E-4,9.331340679828944E-10
43,80,8.599999999999999E-5,1.5999999999999999E-4,9.320862161133272E-10
43,81,8.599999999999999E-5,1.6199999999999998E-4,9.312363988261672E-10
43,82,8.599999999999999E-5,1.64E-4,9.304831989501244E-10
43,83,8.599999999999999E-5,1.66E-4,9.298568969325682E-10
43,84,8.599999999999999E-5,1.68E-4,9.293033909151501E-10
43,85,8.599999999999999E-5,1.6999999999999999E-4,9.286319601874486E-10
43,86,8.599999999999999E-5,1.7199999999999998E-4,9.282123243260749E-10
43,87,8.599999999999999E-5,1.74E-4,9.277810456306413E-10
43,88,8.599999999999999E-5,1.76E-4,9.273395645979723E-10
43,89,8.599999999999999E-5,1.78E-4,9.268935974143582E-10
44,0,8.8E-5,0.0,9.306015135626513E-10
44,1,8.8E-5,2.0E-6,9.313780873770582E-10
44,2,8.8E-5,4.0E-6,9.323630089933494E-10
44,3,8.8E-5,6.0E-6,9.332301399776412E-10
44,4,8.8E-5,8.0E-6,9.34722510893954E-10
44,5,8.8E-5,9.999999999999999E-6,9.360667699075114E-10
44,6,8.8E-5,1.2E-5,9.37803521197672E-10
